candidate_id,test_id,anonymous_label,run_1_pass,run_1_critical_error,run_1_error_type,run_1_correctness,run_1_relevance,run_1_completeness,run_1_pedagogical_quality,run_1_grounding_consistency,run_1_overall_score,run_2_pass,run_2_critical_error,run_2_error_type,run_2_correctness,run_2_relevance,run_2_completeness,run_2_pedagogical_quality,run_2_grounding_consistency,run_2_overall_score,run_3_pass,run_3_critical_error,run_3_error_type,run_3_correctness,run_3_relevance,run_3_completeness,run_3_pedagogical_quality,run_3_grounding_consistency,run_3_overall_score,pass_count,majority_pass,unanimous_decision,critical_error_count,any_critical_error,mean_correctness,stdev_correctness,mean_relevance,stdev_relevance,mean_completeness,stdev_completeness,mean_pedagogical_quality,stdev_pedagogical_quality,mean_grounding_consistency,stdev_grounding_consistency,mean_overall_score,stdev_overall_score,system_name,operational_complete,end_to_end_success
T017-D,T017,D,False,True,irrelevant_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,non_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,irrelevant_answer,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,Manager Without Recovery,True,False
T018-A,T018,A,False,True,non_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,0,False,True,3,True,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,Manager Without Recovery,True,False
T018-B,T018,B,False,False,calculation_error,3.0,4.0,4.0,4.0,3.0,3.6,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,False,True,factual_error,2.0,2.0,3.0,2.0,2.0,2.2,1,False,False,1,True,3.0,1.0,3.3333333333333335,1.1547005383792515,3.6666666666666665,0.5773502691896257,3.3333333333333335,1.1547005383792515,3.0,1.0,3.2666666666666666,0.9451631252505216,Full Manager,True,False
T018-C,T018,C,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,Basic Tool Use,True,True
T018-D,T018,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,True,False,none,4.0,4.0,4.0,4.0,4.0,4.0,3,True,True,0,False,4.333333333333333,0.5773502691896257,4.333333333333333,0.5773502691896257,4.333333333333333,0.5773502691896257,4.333333333333333,0.5773502691896257,4.333333333333333,0.5773502691896257,4.333333333333333,0.5773502691896257,Direct LLM,True,True
T019-A,T019,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,4.0,4.0,4.0,4.4,3,True,True,0,False,5.0,0.0,5.0,0.0,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,4.8,0.34641016151377524,Basic Tool Use,True,True
T019-B,T019,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T019-C,T019,C,False,True,non_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,non_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,non_answer,1.0,1.0,1.0,1.0,2.0,1.2,0,False,True,3,True,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,2.0,0.0,1.7333333333333334,0.46188021535170065,Manager Without Recovery,True,False
T019-D,T019,D,False,True,non_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,irrelevant_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,irrelevant_answer,1.0,1.0,1.0,1.0,1.0,1.0,0,False,True,3,True,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,1.3333333333333333,0.5773502691896257,Full Manager,True,False
T020-A,T020,A,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,5.0,0.0,4.866666666666666,0.23094010767585052,Basic Tool Use,True,True
T020-B,T020,B,False,True,factual_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,irrelevant_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,Direct LLM,True,False
T020-C,T020,C,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,3,True,True,0,False,5.0,0.0,5.0,0.0,4.333333333333333,0.5773502691896257,4.333333333333333,0.5773502691896257,5.0,0.0,4.733333333333333,0.23094010767585052,Manager Without Recovery,True,True
T020-D,T020,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,True,False,none,5.0,4.0,4.0,4.0,5.0,4.4,3,True,True,0,False,5.0,0.0,4.666666666666667,0.5773502691896257,4.333333333333333,0.5773502691896257,4.333333333333333,0.5773502691896257,5.0,0.0,4.666666666666667,0.3055050463303892,Full Manager,True,True
T021-A,T021,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T021-B,T021,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,False,True,calculation_error,1.0,3.0,5.0,3.0,1.0,2.6,False,True,calculation_error,1.0,1.0,5.0,2.0,1.0,2.0,1,False,False,2,True,2.3333333333333335,2.309401076758503,3.0,2.0,5.0,0.0,3.3333333333333335,1.5275252316519468,2.3333333333333335,2.309401076758503,3.2,1.5874507866387544,Direct LLM,True,False
T021-C,T021,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T021-D,T021,D,False,False,none,4.0,3.0,2.0,2.0,3.0,2.8,False,False,none,5.0,3.0,3.0,3.0,3.0,3.4,False,False,none,5.0,3.0,3.0,3.0,3.0,3.4,0,False,True,0,False,4.666666666666667,0.5773502691896257,3.0,0.0,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,3.0,0.0,3.1999999999999997,0.3464101615137755,Basic Tool Use,True,False
T022-A,T022,A,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,0,False,True,3,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Basic Tool Use,True,False
T022-B,T022,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T022-C,T022,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T022-D,T022,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T023-A,T023,A,False,True,non_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,non_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,non_answer,1.0,1.0,2.0,1.0,1.0,1.2,0,False,True,3,True,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,2.0,0.0,1.6666666666666667,0.5773502691896257,1.6666666666666667,0.5773502691896257,1.7333333333333334,0.46188021535170065,Basic Tool Use,True,False
T023-B,T023,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T023-C,T023,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T023-D,T023,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T024-A,T024,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T024-B,T024,B,True,False,none,5.0,5.0,5.0,4.0,5.0,4.8,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,4.0,5.0,4.8,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,4.333333333333333,0.5773502691896257,5.0,0.0,4.866666666666666,0.11547005383792526,Basic Tool Use,True,True
T024-C,T024,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T024-D,T024,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T025-A,T025,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T025-B,T025,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T025-C,T025,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Basic Tool Use,True,True
T025-D,T025,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T026-A,T026,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T026-B,T026,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Basic Tool Use,True,True
T026-C,T026,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T026-D,T026,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T027-A,T027,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T027-B,T027,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T027-C,T027,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T027-D,T027,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Basic Tool Use,True,True
T028-A,T028,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,False,True,calculation_error,2.0,3.0,3.0,3.0,2.0,2.6,False,True,calculation_error,1.0,2.0,5.0,2.0,1.0,2.2,1,False,False,2,True,2.6666666666666665,2.0816659994661326,3.3333333333333335,1.5275252316519468,4.333333333333333,1.1547005383792515,3.3333333333333335,1.5275252316519468,2.6666666666666665,2.0816659994661326,3.2666666666666666,1.514375558880073,Basic Tool Use,True,False
T028-B,T028,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T028-C,T028,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T028-D,T028,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T029-A,T029,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Basic Tool Use,True,True
T029-B,T029,B,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,factual_error,3.0,2.0,3.0,2.0,2.0,2.4,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,2.3333333333333335,0.5773502691896257,2.0,0.0,2.3333333333333335,0.5773502691896257,2.0,0.0,2.0,0.0,2.1333333333333333,0.23094010767585024,Full Manager,True,False
T029-C,T029,C,False,True,contradictory_answer,2.0,2.0,3.0,2.0,2.0,2.2,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,factual_error,2.0,2.0,3.0,2.0,2.0,2.2,0,False,True,3,True,2.0,0.0,2.0,0.0,2.6666666666666665,0.5773502691896257,2.0,0.0,2.0,0.0,2.1333333333333333,0.11547005383792526,Manager Without Recovery,True,False
T029-D,T029,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T030-A,T030,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T030-B,T030,B,False,True,factual_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,incomplete_answer,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,Manager Without Recovery,True,False
T030-C,T030,C,False,True,factual_error,2.0,3.0,3.0,3.0,2.0,2.6,False,True,factual_error,2.0,4.0,4.0,3.0,2.0,3.0,False,True,factual_error,3.0,3.0,4.0,3.0,3.0,3.2,0,False,True,3,True,2.3333333333333335,0.5773502691896257,3.3333333333333335,0.5773502691896257,3.6666666666666665,0.5773502691896257,3.0,0.0,2.3333333333333335,0.5773502691896257,2.9333333333333336,0.3055050463303894,Full Manager,True,False
T030-D,T030,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Basic Tool Use,True,True
T031-A,T031,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T031-B,T031,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T031-C,T031,C,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,False,True,non_answer,1.0,1.0,1.0,1.0,1.0,1.0,0,False,True,3,True,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Basic Tool Use,True,False
T031-D,T031,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T032-A,T032,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Basic Tool Use,True,True
T032-B,T032,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T032-C,T032,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T032-D,T032,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T033-A,T033,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T033-B,T033,B,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Direct LLM,True,True
T033-C,T033,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Basic Tool Use,True,True
T033-D,T033,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T034-A,T034,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T034-B,T034,B,False,True,calculation_error,2.0,2.0,2.0,2.0,2.0,2.0,False,True,calculation_error,2.0,3.0,2.0,2.0,2.0,2.2,False,True,calculation_error,1.0,2.0,2.0,2.0,2.0,1.8,0,False,True,3,True,1.6666666666666667,0.5773502691896257,2.3333333333333335,0.5773502691896257,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.20000000000000007,Direct LLM,True,False
T034-C,T034,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,3,True,True,0,False,5.0,0.0,5.0,0.0,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,5.0,0.0,4.866666666666666,0.23094010767585052,Manager Without Recovery,True,True
T034-D,T034,D,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,4.0,4.0,5.0,4.6,3,True,True,0,False,5.0,0.0,5.0,0.0,4.666666666666667,0.5773502691896257,4.666666666666667,0.5773502691896257,5.0,0.0,4.866666666666666,0.23094010767585052,Basic Tool Use,True,True
T035-A,T035,A,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Manager Without Recovery,True,True
T035-B,T035,B,False,True,contradictory_answer,1.0,2.0,2.0,2.0,1.0,1.6,False,True,contradictory_answer,2.0,2.0,2.0,2.0,2.0,2.0,False,True,contradictory_answer,1.0,2.0,2.0,2.0,2.0,1.8,0,False,True,3,True,1.3333333333333333,0.5773502691896257,2.0,0.0,2.0,0.0,2.0,0.0,1.6666666666666667,0.5773502691896257,1.8,0.19999999999999996,Basic Tool Use,True,False
T035-C,T035,C,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,True,False,none,5.0,5.0,5.0,5.0,5.0,5.0,3,True,True,0,False,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,Full Manager,True,True
T035-D,T035,D,False,True,calculation_error,2.0,3.0,3.0,2.0,2.0,2.4,False,True,calculation_error,1.0,3.0,3.0,2.0,1.0,2.0,False,True,calculation_error,2.0,2.0,2.0,2.0,2.0,2.0,0,False,True,3,True,1.6666666666666667,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.6666666666666665,0.5773502691896257,2.0,0.0,1.6666666666666667,0.5773502691896257,2.1333333333333333,0.23094010767585024,Direct LLM,True,False
