test_id,learner_id,category,question,expected_tools,recovery_test,status,provider_status,return_code,selected_tools,workflow_status,validation_status,recovery_used,attempts,final_answer_generated,memory_updated,report_json,trace_json,trace_paths,log_path,notes
T037,article_no_recovery_T037,computation_verification,Compute how many valid 2x2 convolution windows exist in a 3x3 matrix.,CalculatorTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T037_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T037_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T037_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T037_no_recovery_round01_TT-196775a3_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T037_no_recovery_round02_TT-4271da27_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T037_no_recovery_round03_TT-cff42977_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T037_attempt_1.log,Full manager execution.
T038,article_no_recovery_T038,computation_verification,Compute how many valid 3x3 convolution windows exist in a 5x5 matrix.,CalculatorTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T038_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T038_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T038_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T038_no_recovery_round01_TT-06191f90_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T038_no_recovery_round02_TT-6cc26af2_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T038_no_recovery_round03_TT-5a19b3ea_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T038_attempt_1.log,Full manager execution.
T039,article_no_recovery_T039,computation_verification,"Verify the result of multiplying row [1,2] by column [5,7].",MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;TraceSearchTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T039_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T039_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T039_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T039_no_recovery_round01_TT-0cd624d3_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T039_no_recovery_round02_TT-880444e5_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T039_no_recovery_round03_TT-0bb9ba7f_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T039_attempt_1.log,Full manager execution.
T040,article_no_recovery_T040,computation_verification,"Verify the result of multiplying row [3,4] by column [6,8].",MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T040_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T040_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T040_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T040_no_recovery_round01_TT-e1c087ef_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T040_no_recovery_round02_TT-22ef0cc6_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T040_no_recovery_round03_TT-5026d3d4_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T040_attempt_1.log,Full manager execution.
T041,article_no_recovery_T041,visual_step_by_step,Visualize matrix multiplication with a small 2x2 example.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T041_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T041_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T041_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T041_no_recovery_round01_TT-1adf7958_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T041_no_recovery_round02_TT-9644b924_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T041_attempt_1.log,Full manager execution.
T042,article_no_recovery_T042,visual_step_by_step,Show matrix multiplication step by step using row-by-column dot products.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T042_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T042_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T042_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T042_no_recovery_round01_TT-3801e8cb_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T042_no_recovery_round02_TT-30489996_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T042_attempt_1.log,Full manager execution.
T043,article_no_recovery_T043,visual_step_by_step,Show how the first entry of a matrix product is computed visually.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T043_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T043_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T043_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T043_no_recovery_round01_TT-5293126d_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T043_no_recovery_round02_TT-8c14fe5b_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T043_attempt_1.log,Full manager execution.
T044,article_no_recovery_T044,visual_step_by_step,Visualize why matrix multiplication uses rows from the first matrix and columns from the second matrix.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T044_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T044_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T044_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T044_no_recovery_round01_TT-ab293b74_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T044_attempt_1.log,Full manager execution.
T045,article_no_recovery_T045,visual_step_by_step,Visualize convolution using a 3x3 input and a 2x2 kernel.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T045_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T045_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T045_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T045_no_recovery_round01_TT-5af60185_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T045_no_recovery_round02_TT-125f548a_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T045_attempt_1.log,Full manager execution.
T046,article_no_recovery_T046,visual_step_by_step,Show visually how a convolution kernel moves over a matrix.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T046_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T046_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T046_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T046_no_recovery_round01_TT-c11fc6d8_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T046_no_recovery_round02_TT-f374836d_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T046_attempt_1.log,Full manager execution.
T047,article_no_recovery_T047_infra_retry_2,visual_step_by_step,Illustrate stride 1 in a convolution operation.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T047_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T047_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T047_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T047_no_recovery_round01_TT-1cf03cff_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T047_no_recovery_round02_TT-29424df9_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T047_attempt_2.log,Full manager execution.
T048,article_no_recovery_T048,visual_step_by_step,Illustrate stride 2 in a convolution operation.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T048_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T048_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T048_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T048_no_recovery_round01_TT-3bd6d88d_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T048_no_recovery_round02_TT-fa14482b_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T048_attempt_1.log,Full manager execution.
T049,article_no_recovery_T049,visual_step_by_step,Show the difference between padding and no padding visually.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T049_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T049_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T049_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T049_no_recovery_round01_TT-97698d58_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T049_no_recovery_round02_TT-d482aaf7_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T049_attempt_1.log,Full manager execution.
T050,article_no_recovery_T050,visual_step_by_step,Show how a filter detects a vertical edge in a simple image matrix.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T050_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T050_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T050_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T050_no_recovery_round01_TT-be027791_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T050_no_recovery_round02_TT-5ebef377_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T050_no_recovery_round03_TT-28aa6244_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T050_attempt_1.log,Full manager execution.
T051,article_no_recovery_T051_infra_retry_2,visual_step_by_step,Explain matrix multiplication visually without using convolution.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T051_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T051_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T051_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T051_no_recovery_round01_TT-f3100abb_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T051_no_recovery_round02_TT-f54a1ffc_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T051_attempt_2.log,Full manager execution.
T052,article_no_recovery_T052,visual_step_by_step,Explain convolution visually without calling it matrix multiplication.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T052_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T052_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T052_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T052_no_recovery_round01_TT-fd871e61_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T052_no_recovery_round02_TT-21144ae7_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T052_attempt_1.log,Full manager execution.
T053,article_no_recovery_T053,visual_step_by_step,Show why kernel sliding is different from row-by-column multiplication.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T053_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T053_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T053_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T053_no_recovery_round01_TT-ef423ec9_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T053_no_recovery_round02_TT-191a5aeb_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T053_no_recovery_round03_TT-464e2cb0_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T053_attempt_1.log,Full manager execution.
T054,article_no_recovery_T054,visual_step_by_step,Visualize a dot product as part of matrix multiplication.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,MatrixComputationTool;VisualMatrixTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T054_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T054_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T054_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T054_no_recovery_round01_TT-8febeb5c_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T054_no_recovery_round02_TT-213db8ac_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T054_attempt_1.log,Full manager execution.
T055,article_no_recovery_T055,visual_step_by_step,Visualize one convolution output cell from a 2x2 kernel.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T055_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T055_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T055_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T055_no_recovery_round01_TT-8c3cf4db_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T055_no_recovery_round02_TT-a542c726_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T055_no_recovery_round03_TT-c952fbb4_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T055_attempt_1.log,Full manager execution.
T056,article_no_recovery_T056,visual_step_by_step,Show a step-by-step visual explanation of valid convolution.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T056_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T056_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T056_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T056_no_recovery_round01_TT-7dedf169_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T056_no_recovery_round02_TT-187ab04f_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T056_attempt_1.log,Full manager execution.
T057,article_no_recovery_T057_infra_retry_2,visual_step_by_step,Show a step-by-step visual explanation of matrix multiplication dimensions.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T057_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T057_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T057_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T057_no_recovery_round01_TT-a3c35ad5_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T057_no_recovery_round02_TT-13a8707c_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T057_attempt_2.log,Full manager execution.
T058,article_no_recovery_T058,visual_step_by_step,Use a visual example to explain why a 2x3 matrix can multiply a 3x2 matrix.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T058_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T058_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T058_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T058_no_recovery_round01_TT-0a557cc0_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T058_no_recovery_round02_TT-23aaed2f_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T058_attempt_1.log,Full manager execution.
T059,article_no_recovery_T059,visual_step_by_step,Use a visual example to explain why a 3x2 matrix cannot multiply a 3x3 matrix.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T059_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T059_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T059_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T059_no_recovery_round01_TT-7bf1e614_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T059_no_recovery_round02_TT-5e645d15_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T059_attempt_1.log,Full manager execution.
T060,article_no_recovery_T060,visual_step_by_step,Compare convolution and matrix multiplication using a visual explanation.,RAGTool;VisualMatrixTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;VisualMatrixTool,validated,valid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T060_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T060_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T060_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T060_no_recovery_round01_TT-a32f34ae_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T060_no_recovery_round02_TT-22de5558_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T060_attempt_1.log,Full manager execution.
T061,article_no_recovery_T061_infra_retry_2,code_related,Write Python code to multiply two 2x2 matrices without NumPy.,CodeSandboxTool,No,ok,available,0,RAGTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T061_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T061_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T061_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T061_no_recovery_round01_TT-51fc1f07_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T061_no_recovery_round02_TT-5ff9b0cc_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T061_no_recovery_round03_TT-770cfdf4_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T061_attempt_2.log,Full manager execution.
T062,article_no_recovery_T062,code_related,Write Python code to multiply two matrices using nested loops.,CodeSandboxTool,No,ok,available,0,RAGTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T062_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T062_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T062_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T062_no_recovery_round01_TT-fbd91e6b_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T062_no_recovery_round02_TT-831fd187_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T062_no_recovery_round03_TT-8401cd4b_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T062_attempt_1.log,Full manager execution.
T063,article_no_recovery_T063,code_related,Write Python code to check whether two matrices can be multiplied.,CodeSandboxTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T063_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T063_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T063_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T063_no_recovery_round01_TT-951269ef_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T063_no_recovery_round02_TT-826551c4_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T063_attempt_1.log,Full manager execution.
T064,article_no_recovery_T064,code_related,Write Python code for a simple 2D valid convolution.,CodeSandboxTool,No,ok,available,0,RAGTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T064_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T064_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T064_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T064_no_recovery_round01_TT-8edb03e0_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T064_no_recovery_round02_TT-fa88b2b4_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T064_no_recovery_round03_TT-95c1d9b6_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T064_attempt_1.log,Full manager execution.
T065,article_no_recovery_T065,code_related,Write Python code to compute convolution output size.,CodeSandboxTool;CalculatorTool,No,ok,available,0,RAGTool;MatrixComputationTool;CalculatorTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T065_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T065_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T065_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T065_no_recovery_round01_TT-2e7be5ab_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T065_no_recovery_round02_TT-d1b4696e_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T065_no_recovery_round03_TT-8c9b3876_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T065_no_recovery_round04_TT-9b527504_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T065_attempt_1.log,Full manager execution.
T066,article_no_recovery_T066,code_related,Write a small NumPy example explaining matrix multiplication.,CodeSandboxTool,No,ok,available,0,RAGTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T066_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T066_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T066_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T066_no_recovery_round01_TT-ca4a505c_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T066_no_recovery_round02_TT-eaee7e0d_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T066_attempt_1.log,Full manager execution.
T067,article_no_recovery_T067,code_related,Write a small NumPy example explaining 2D convolution.,CodeSandboxTool,No,ok,available,0,RAGTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T067_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T067_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T067_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T067_no_recovery_round01_TT-573c1844_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T067_attempt_1.log,Full manager execution.
T068,article_no_recovery_T068,code_related,Debug this explanation in code: the kernel is added to the matrix instead of multiplied element-wise.,CodeSandboxTool;RAGTool,No,ok,available,0,RAGTool;CodeSandboxTool;MatrixComputationTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T068_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T068_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T068_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T068_no_recovery_round01_TT-f4dd21d6_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T068_no_recovery_round02_TT-aadcf88a_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T068_no_recovery_round03_TT-77d65a7b_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T068_attempt_1.log,Full manager execution.
T069,article_no_recovery_T069,code_related,Debug this matrix multiplication code idea: it multiplies matching positions instead of row-by-column dot products.,CodeSandboxTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T069_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T069_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T069_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T069_no_recovery_round01_TT-2b8a892b_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T069_no_recovery_round02_TT-af3d0166_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T069_attempt_1.log,Full manager execution.
T070,article_no_recovery_T070,code_related,Write Python code that prints each step of a 2x2 matrix multiplication.,CodeSandboxTool;MatrixComputationTool,No,ok,available,0,RAGTool;MatrixComputationTool;CodeSandboxTool,fallback,invalid,No,1,Yes,Yes,evaluation/final_results_100/manager_without_recovery_official/runs/T070_no_recovery_report.json,evaluation/final_results_100/manager_without_recovery_official/traces/T070_no_recovery_trace.json,evaluation/final_results_100/manager_without_recovery_official/traces/T070_no_recovery_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T070_no_recovery_round01_TT-7ff3c2d0_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T070_no_recovery_round02_TT-279e1dc0_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T070_no_recovery_round03_TT-bbc6aaa3_trace.json;evaluation/final_results_100/manager_without_recovery_official/traces/T070_no_recovery_round04_TT-a90824d5_trace.json,evaluation/final_results_100/manager_without_recovery_official/logs/T070_attempt_1.log,Full manager execution.
