system_name,test_id,category,category_display,question,expected_tools,initial_selected_tools,initial_selection_error_class,initial_missing_tools,initial_extra_tools,final_selected_tools,final_selection_error_class,final_missing_tools,final_extra_tools,final_plan_execution_success,expected_tool_fulfillment,majority_pass,mean_overall_score,any_critical_error
Manager Without Recovery,T026,computation_verification,Computation / Verification,"Compute the output size of a convolution with input 7x7, kernel 3x3, stride 2, padding 1.",CalculatorTool,CalculatorTool;RAGTool,unnecessary_extra_tools,,RAGTool,CalculatorTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Manager Without Recovery,T027,computation_verification,Computation / Verification,"Compute the output size of a convolution with input 10x10, kernel 5x5, stride 1, padding 0.",CalculatorTool,CalculatorTool;RAGTool,unnecessary_extra_tools,,RAGTool,CalculatorTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Manager Without Recovery,T028,computation_verification,Computation / Verification,"Compute the output size of a convolution with input 8x8, kernel 3x3, stride 1, padding 1.",CalculatorTool,CalculatorTool;RAGTool,unnecessary_extra_tools,,RAGTool,CalculatorTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Manager Without Recovery,T029,computation_verification,Computation / Verification,Can a 2x3 matrix be multiplied by a 3x2 matrix?,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,False,2.1333333333333333,True
Manager Without Recovery,T030,computation_verification,Computation / Verification,Can a 3x2 matrix be multiplied by a 3x3 matrix?,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,Yes,False,2.0,True
Manager Without Recovery,T031,computation_verification,Computation / Verification,"Multiply the matrices [[1,2],[3,4]] and [[5,6],[7,8]].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Manager Without Recovery,T032,computation_verification,Computation / Verification,"Compute the first entry of the product [[1,2],[3,4]] times [[5,6],[7,8]].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Manager Without Recovery,T033,computation_verification,Computation / Verification,"Verify whether [[1,0],[0,1]] acts as an identity matrix when multiplied by [[3,4],[5,6]].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,Yes,True,5.0,False
Manager Without Recovery,T034,computation_verification,Computation / Verification,"Compute one valid convolution step using input [[1,2,3],[4,5,6],[7,8,9]] and kernel [[1,0],[0,1]].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,4.866666666666666,False
Manager Without Recovery,T035,computation_verification,Computation / Verification,"Compute the top-left convolution value for input [[1,2,3],[4,5,6],[7,8,9]] with kernel [[1,0],[0,-1]].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Manager Without Recovery,T036,computation_verification,Computation / Verification,Check whether a 2x2 kernel can slide over a 3x3 matrix in valid convolution.,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,4.8,False
Manager Without Recovery,T037,computation_verification,Computation / Verification,Compute how many valid 2x2 convolution windows exist in a 3x3 matrix.,CalculatorTool;MatrixComputationTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,RAGTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,RAGTool,Yes,No,False,3.0,True
Manager Without Recovery,T038,computation_verification,Computation / Verification,Compute how many valid 3x3 convolution windows exist in a 5x5 matrix.,CalculatorTool;MatrixComputationTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,RAGTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,RAGTool,Yes,No,True,5.0,False
Manager Without Recovery,T039,computation_verification,Computation / Verification,"Verify the result of multiplying row [1,2] by column [5,7].",MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,RAGTool;TraceSearchTool,Yes,Yes,True,5.0,False
Manager Without Recovery,T040,computation_verification,Computation / Verification,"Verify the result of multiplying row [3,4] by column [6,8].",MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,Yes,Yes,True,5.0,False
Manager Without Recovery,T042,visual_step_by_step,Visual Step-by-Step,Show matrix multiplication step by step using row-by-column dot products.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,Yes,No,False,2.466666666666667,True
Manager Without Recovery,T043,visual_step_by_step,Visual Step-by-Step,Show how the first entry of a matrix product is computed visually.,MatrixComputationTool;RAGTool;VisualMatrixTool,RAGTool,missing_expected_tools,MatrixComputationTool;VisualMatrixTool,,RAGTool,missing_expected_tools,MatrixComputationTool;VisualMatrixTool,,No,No,False,1.0,True
Manager Without Recovery,T049,visual_step_by_step,Visual Step-by-Step,Show the difference between padding and no padding visually.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,Yes,No,False,2.066666666666667,True
Manager Without Recovery,T050,visual_step_by_step,Visual Step-by-Step,Show how a filter detects a vertical edge in a simple image matrix.,MatrixComputationTool;RAGTool;VisualMatrixTool,RAGTool,missing_expected_tools,MatrixComputationTool;VisualMatrixTool,,RAGTool,missing_expected_tools,MatrixComputationTool;VisualMatrixTool,,No,No,False,2.333333333333333,True
Manager Without Recovery,T051,visual_step_by_step,Visual Step-by-Step,Explain matrix multiplication visually without using convolution.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,No,No,False,1.3333333333333333,True
Manager Without Recovery,T052,visual_step_by_step,Visual Step-by-Step,Explain convolution visually without calling it matrix multiplication.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,No,No,True,4.2,False
Manager Without Recovery,T053,visual_step_by_step,Visual Step-by-Step,Show why kernel sliding is different from row-by-column multiplication.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,No,No,False,3.066666666666667,True
Manager Without Recovery,T054,visual_step_by_step,Visual Step-by-Step,Visualize a dot product as part of matrix multiplication.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;VisualMatrixTool,missing_expected_tools,RAGTool,,MatrixComputationTool;VisualMatrixTool,missing_expected_tools,RAGTool,,Yes,No,True,5.0,False
Manager Without Recovery,T058,visual_step_by_step,Visual Step-by-Step,Use a visual example to explain why a 2x3 matrix can multiply a 3x2 matrix.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,No,No,False,3.333333333333333,True
Manager Without Recovery,T059,visual_step_by_step,Visual Step-by-Step,Use a visual example to explain why a 3x2 matrix cannot multiply a 3x3 matrix.,MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,MatrixComputationTool;RAGTool,missing_expected_tools,VisualMatrixTool,,No,No,False,2.0,True
Manager Without Recovery,T061,code_related,Code-Related,Write Python code to multiply two 2x2 matrices without NumPy.,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,No,No,False,1.3333333333333333,True
Manager Without Recovery,T062,code_related,Code-Related,Write Python code to multiply two matrices using nested loops.,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,No,No,False,1.2666666666666666,True
Manager Without Recovery,T063,code_related,Code-Related,Write Python code to check whether two matrices can be multiplied.,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,No,False,1.0,True
Manager Without Recovery,T064,code_related,Code-Related,Write Python code for a simple 2D valid convolution.,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,No,No,False,2.0,True
Manager Without Recovery,T065,code_related,Code-Related,Write Python code to compute convolution output size.,CalculatorTool;CodeSandboxTool,CalculatorTool;CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CalculatorTool;CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,No,No,False,3.9333333333333336,False
Manager Without Recovery,T066,code_related,Code-Related,Write a small NumPy example explaining matrix multiplication.,CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,No,No,True,4.466666666666667,False
Manager Without Recovery,T067,code_related,Code-Related,Write a small NumPy example explaining 2D convolution.,CodeSandboxTool,CodeSandboxTool;RAGTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,No,False,2.466666666666667,True
Manager Without Recovery,T068,code_related,Code-Related,Debug this explanation in code: the kernel is added to the matrix instead of multiplied element-wise.,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,No,No,False,2.6,True
Manager Without Recovery,T069,code_related,Code-Related,Debug this matrix multiplication code idea: it multiplies matching positions instead of row-by-column dot products.,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,No,False,3.466666666666667,False
Manager Without Recovery,T070,code_related,Code-Related,Write Python code that prints each step of a 2x2 matrix multiplication.,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,No,False,2.2,True
Manager Without Recovery,T071,code_related,Code-Related,Write Python code that prints each valid convolution window in a 3x3 matrix.,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,No,False,2.0,True
Manager Without Recovery,T072,code_related,Code-Related,Explain this Python mistake: using A + B instead of A @ B for matrix multiplication.,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,No,No,False,3.666666666666667,False
Manager Without Recovery,T073,code_related,Code-Related,Explain this Python mistake: using matrix multiplication when the question asks for convolution.,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,CodeSandboxTool;MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,No,No,False,1.3333333333333333,True
Manager Without Recovery,T074,code_related,Code-Related,"Write Python code to compute the dot product of [1,2] and [5,7].",CalculatorTool;CodeSandboxTool,CodeSandboxTool;MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,mixed_missing_and_extra,CalculatorTool,MatrixComputationTool;RAGTool,No,No,False,1.6666666666666667,True
Manager Without Recovery,T075,code_related,Code-Related,Write Python code to apply a 2x2 kernel to the top-left window of a 3x3 matrix.,CodeSandboxTool;MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,No,False,2.066666666666667,True
Manager Without Recovery,T076,code_related,Code-Related,Write Python code to compare valid convolution output sizes for stride 1 and stride 2.,CalculatorTool;CodeSandboxTool,CalculatorTool;CodeSandboxTool;RAGTool,unnecessary_extra_tools,,RAGTool,CalculatorTool;CodeSandboxTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,No,False,2.2666666666666666,True
Manager Without Recovery,T077,code_related,Code-Related,Write Python code that explains matrix dimensions before multiplying matrices.,CodeSandboxTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,CodeSandboxTool;MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,No,No,False,1.0,True
Manager Without Recovery,T078,code_related,Code-Related,"Write Python code that validates input size, kernel size, stride, and padding for convolution.",CalculatorTool;CodeSandboxTool,CalculatorTool;CodeSandboxTool;RAGTool,unnecessary_extra_tools,,RAGTool,CalculatorTool;CodeSandboxTool;RAGTool,unnecessary_extra_tools,,RAGTool,No,No,False,1.6666666666666667,True
Manager Without Recovery,T079,code_related,Code-Related,Write Python code to generate a simple text-based visualization of kernel sliding.,CodeSandboxTool;VisualMatrixTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,unnecessary_extra_tools,,MatrixComputationTool;RAGTool,No,No,False,1.6666666666666667,True
Manager Without Recovery,T080,code_related,Code-Related,Write Python code to generate a simple text-based visualization of matrix multiplication steps.,CodeSandboxTool;MatrixComputationTool;VisualMatrixTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,unnecessary_extra_tools,,RAGTool,CodeSandboxTool;MatrixComputationTool;RAGTool;VisualMatrixTool,unnecessary_extra_tools,,RAGTool,No,No,False,2.0,True
Manager Without Recovery,T081,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain convolution again, but make it easier than before.",RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,5.0,False
Manager Without Recovery,T083,recovery_personalization_trace,Recovery / Personalization / Trace,I still confuse filters and matrices. Explain the difference again.,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,False,2.533333333333333,True
Manager Without Recovery,T084,recovery_personalization_trace,Recovery / Personalization / Trace,I already understand kernels. Explain stride without repeating the kernel definition too much.,RAGTool;TraceSearchTool,CalculatorTool;MatrixComputationTool;RAGTool,mixed_missing_and_extra,TraceSearchTool,CalculatorTool;MatrixComputationTool,CalculatorTool;MatrixComputationTool;RAGTool,mixed_missing_and_extra,TraceSearchTool,CalculatorTool;MatrixComputationTool,Yes,No,False,3.2666666666666666,False
Manager Without Recovery,T085,recovery_personalization_trace,Recovery / Personalization / Trace,I struggle with matrix dimensions. Explain matrix multiplication using a simpler example.,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,TraceSearchTool;VisualMatrixTool,MatrixComputationTool,MatrixComputationTool;RAGTool,mixed_missing_and_extra,TraceSearchTool;VisualMatrixTool,MatrixComputationTool,No,No,True,5.0,False
Manager Without Recovery,T086,recovery_personalization_trace,Recovery / Personalization / Trace,I confused matrix multiplication with convolution before. Correct that misunderstanding.,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,MatrixComputationTool,No,No,False,2.0,True
Manager Without Recovery,T087,recovery_personalization_trace,Recovery / Personalization / Trace,Give me a simpler explanation than the previous one about padding.,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,False,2.0666666666666664,True
Manager Without Recovery,T088,recovery_personalization_trace,Recovery / Personalization / Trace,Explain convolution without code because I found the code confusing.,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,4.4,False
Manager Without Recovery,T089,recovery_personalization_trace,Recovery / Personalization / Trace,Explain matrix multiplication again but avoid convolution examples.,RAGTool;TraceSearchTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,MatrixComputationTool,No,No,False,1.4666666666666666,True
Manager Without Recovery,T090,recovery_personalization_trace,Recovery / Personalization / Trace,Use my previous learning trace to adapt an explanation about convolution output size.,CalculatorTool;RAGTool;TraceSearchTool,RAGTool;TraceSearchTool,missing_expected_tools,CalculatorTool,,RAGTool;TraceSearchTool,missing_expected_tools,CalculatorTool,,Yes,No,True,4.066666666666666,False
Manager Without Recovery,T091,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain convolution, but force the first attempt without RAG grounding.",RAGTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,Yes,Yes,True,3.6666666666666665,True
Manager Without Recovery,T092,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain padding and stride, but force the first attempt without grounding.",RAGTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool;TraceSearchTool,Yes,Yes,False,1.6666666666666667,True
Manager Without Recovery,T093,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain visually how a kernel moves, but force the first attempt without grounding.",MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,TraceSearchTool,Yes,No,False,3.333333333333333,True
Manager Without Recovery,T094,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain convolution output size, but force the first attempt without grounding.",CalculatorTool;RAGTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,CalculatorTool,MatrixComputationTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,CalculatorTool,MatrixComputationTool;TraceSearchTool,Yes,No,False,4.0,False
Manager Without Recovery,T095,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain, compute, and visualize convolution, but force the first attempt without grounding.",MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool;VisualMatrixTool,unnecessary_extra_tools,,TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool;VisualMatrixTool,unnecessary_extra_tools,,TraceSearchTool,Yes,Yes,True,4.733333333333333,False
Manager Without Recovery,T096,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain matrix multiplication, but force the first attempt to use an incomplete tool output.",MatrixComputationTool;RAGTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,TraceSearchTool,Yes,Yes,True,5.0,False
Manager Without Recovery,T097,recovery_personalization_trace,Recovery / Personalization / Trace,"Visualize matrix multiplication, but force the first attempt to miss the visual support.",MatrixComputationTool;RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool;VisualMatrixTool,unnecessary_extra_tools,,TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool;VisualMatrixTool,unnecessary_extra_tools,,TraceSearchTool,No,No,True,4.066666666666666,False
Manager Without Recovery,T098,recovery_personalization_trace,Recovery / Personalization / Trace,"Write Python code for convolution, but force the first attempt to miss validation.",CodeSandboxTool;RAGTool,CodeSandboxTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,TraceSearchTool,CodeSandboxTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,TraceSearchTool,No,No,False,1.6666666666666667,True
Manager Without Recovery,T099,recovery_personalization_trace,Recovery / Personalization / Trace,"Explain the difference between convolution and matrix multiplication, but force a topic-mismatch recovery.",RAGTool;VisualMatrixTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,MatrixComputationTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,mixed_missing_and_extra,VisualMatrixTool,MatrixComputationTool;TraceSearchTool,Yes,No,False,1.7333333333333334,True
Manager Without Recovery,T100,recovery_personalization_trace,Recovery / Personalization / Trace,Give a personalized explanation of convolution after a failed first attempt.,RAGTool;TraceSearchTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool;TraceSearchTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,False,1.3333333333333333,True
Full Manager,T001,conceptual_grounded,Conceptual / Grounded,Explain convolution in simple terms for a beginner.,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,5.0,False
Full Manager,T002,conceptual_grounded,Conceptual / Grounded,What is a convolution kernel in image processing?,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,5.0,False
Full Manager,T004,conceptual_grounded,Conceptual / Grounded,Why is convolution useful in convolutional neural networks?,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,4.333333333333333,False
Full Manager,T005,conceptual_grounded,Conceptual / Grounded,Explain padding in convolution using simple language.,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,False,2.533333333333333,True
Full Manager,T006,conceptual_grounded,Conceptual / Grounded,Explain stride in convolution using simple language.,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,False,2.333333333333333,True
Full Manager,T007,conceptual_grounded,Conceptual / Grounded,Explain the difference between padding and stride.,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,False,2.0,True
Full Manager,T008,conceptual_grounded,Conceptual / Grounded,What does valid convolution mean?,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,5.0,False
Full Manager,T009,conceptual_grounded,Conceptual / Grounded,What does same convolution mean?,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,3.8666666666666663,False
Full Manager,T010,conceptual_grounded,Conceptual / Grounded,Explain why a convolution kernel slides over an input matrix.,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,4.866666666666666,False
Full Manager,T011,conceptual_grounded,Conceptual / Grounded,Explain matrix multiplication in simple terms.,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,No,Yes,True,4.866666666666666,False
Full Manager,T012,conceptual_grounded,Conceptual / Grounded,What is a row-by-column dot product?,RAGTool,MatrixComputationTool,mixed_missing_and_extra,RAGTool,MatrixComputationTool,MatrixComputationTool,mixed_missing_and_extra,RAGTool,MatrixComputationTool,Yes,No,True,3.6,True
Full Manager,T013,conceptual_grounded,Conceptual / Grounded,Explain the difference between matrix multiplication and convolution.,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,4.666666666666667,False
Full Manager,T014,conceptual_grounded,Conceptual / Grounded,Why is matrix multiplication not the same as sliding a kernel?,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,RAGTool,exact,,,No,No,False,1.0,True
Full Manager,T015,conceptual_grounded,Conceptual / Grounded,Explain why matrix dimensions matter in matrix multiplication.,RAGTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,MatrixComputationTool;RAGTool,unnecessary_extra_tools,,MatrixComputationTool,Yes,Yes,True,4.2,True
